prompt_id,category,difficulty,persona,difficulty_rationale,category_rationale
P013374,Microfinance,4,Risk Manager,"This prompt requires structured reasoning to create a risk assessment and management framework, along with a simulation model to evaluate economic scenarios and their impacts on microfinance portfolios. It involves balancing financial and social objectives within constraints.",The prompt is categorized under Microfinance as it specifically addresses the challenges and strategies related to providing financial services to underserved communities in emerging markets.
P013375,Microfinance,5,Macro Analyst,"This prompt requires open-ended research involving qualitative and quantitative analysis, evaluation of complex socio-economic factors, and consideration of financial and social risks, making it a level 5 difficulty.","The prompt specifically focuses on microfinance initiatives and their impact on socio-economic development, which aligns with the microfinance category."
P013376,Private Equity Analysis,1,Research Analyst,This prompt requires retrieving a straightforward metric from a single data series relevant to private equity valuations.,"The focus on EBITDA multiples is a common aspect of private equity analysis, particularly in evaluating potential buyouts."
P013377,Private Equity Analysis,2,Research Analyst,"The task involves basic financial calculations and comparisons to industry benchmarks, requiring interpretation of financial statements and identification of trends.","The prompt focuses on analyzing a private equity portfolio company, making it relevant to private equity analysis."
P013378,Private Equity Analysis,3,Portfolio Manager,"This prompt requires multi-step analysis including historical data examination, scenario analysis on interest rate impacts, and strategic adjustments for optimal performance, spanning multiple series and instruments.","The prompt involves assessing private equity investments, specifically leveraged buyouts, under changing macroeconomic conditions, which fits the Private Equity Analysis category."
P013379,Private Equity Analysis,4,Private Equity Analyst,"This prompt requires structured reasoning to assess the multifaceted impact of tax changes across a diversified portfolio, incorporating financial, operational, and strategic dimensions under various constraints.",This is categorized under Private Equity Analysis as it involves evaluating the impact of macroeconomic changes on private equity investments and devising strategic responses.
P013380,Private Equity Analysis,5,Research Analyst,"The task involves complex research, scenario analysis, and strategic portfolio construction considering various risk factors and macroeconomic conditions.","This prompt is categorized under Private Equity Analysis as it requires evaluating and constructing a portfolio of private investments in medtech startups, considering the broader economic and regulatory environment."
P013381,Quantitative Risk Management,1,Risk Manager,"This prompt only requires retrieving the current value and recent changes of a single financial index, which is straightforward.","The VIX index is a key measure of market risk and uncertainty, essential for quantitative risk management."
P013382,Quantitative Risk Management,2,Risk Manager,The task involves understanding the effect of interest rate changes on fixed-income instruments and requires comparing risk metrics under different scenarios. It requires basic transformations and comparisons but is not overly complex.,"Quantitative Risk Management involves assessing and managing the risk of financial portfolios using quantitative methods. This prompt focuses on evaluating risk metrics under a specific scenario, which is a core aspect of risk management."
P013383,Quantitative Risk Management,3,Risk Manager,"This task involves analyzing historical data, understanding inter-asset correlations, and devising a comprehensive risk mitigation strategy, which requires multi-step analysis across various instruments.","The prompt is focused on risk management strategies and techniques, which is the core of quantitative risk management."
P013384,Quantitative Risk Management,4,Risk Manager,"This prompt requires structured reasoning to develop a stress testing framework across multiple asset classes, incorporating complex risk metrics and constraints.",The prompt involves quantitative risk management by assessing the portfolio's response to a macroeconomic change and providing risk mitigation strategies.
P013385,Quantitative Risk Management,5,Risk Manager,"This prompt involves complex multi-asset risk assessment, scenario analysis, and requires developing a dynamic framework that needs to integrate diverse data sources and market conditions.",The prompt falls under Quantitative Risk Management as it focuses on developing sophisticated risk assessment and mitigation strategies using quantitative methods and scenario analysis.
P013386,Quantum Computing in Finance,1,Research Analyst,"The prompt requires a simple factual overview of potential applications, making it straightforward and factual.","The focus is on quantum computing's use in financial applications, aligning with the 'Quantum Computing in Finance' category."
P013387,Quantum Computing in Finance,2,Quant,"This requires understanding and comparing algorithmic performance metrics, which involves basic data transformation and comparison.","The prompt focuses on the application of quantum computing in finance, specifically in portfolio optimization, making it relevant to the category."
P013388,Quantum Computing in Finance,3,Macro Analyst,"This prompt requires a multi-step analysis involving the application of quantum computing to various financial instruments and risk management techniques, necessitating an understanding of both financial and quantum computing principles.","Quantum computing in finance is about exploring how emerging computational technologies can transform financial analysis and operations, making it suitable for this category."
P013389,Quantum Computing in Finance,4,Quant,"The prompt requires structured reasoning to integrate quantum computing into portfolio optimization, necessitating scenario analysis and consideration of practical constraints like costs and regulations.","Quantum Computing in Finance is the focus, as the prompt examines the application of quantum algorithms in financial optimization tasks."
P013390,Quantum Computing in Finance,5,Quant,"This task involves exploring cutting-edge technology and its application to sophisticated financial models, requiring deep understanding and innovative thinking to address complex portfolio and risk constraints.","Quantum computing in finance is about leveraging advanced computing power to solve intricate financial problems, fitting this open-ended exploration and strategic integration scenario."
P013391,Real Estate Analysis,1,Macro Analyst,This is a straightforward factual query requiring access to a single data series on median home prices.,"The focus is on real estate market data, specifically on housing price trends, a key component of real estate analysis."
P013392,Real Estate Analysis,2,Macro Analyst,"The task requires the analyst to compare yield spreads and identify trends, which involves basic data transformation and comparison.","The prompt is focused on analyzing real estate investment trusts, which are directly tied to the real estate market, fitting the Real Estate Analysis category."
P013393,Real Estate Analysis,3,Macro Analyst,"This prompt involves analyzing historical data across multiple economic indicators and series, requiring the synthesis of trends over a decade to forecast future impacts.","The prompt focuses on real estate analysis by examining cap rates in the context of macroeconomic factors like interest rates, which are crucial for understanding real estate valuation dynamics."
P013394,Real Estate Analysis,4,Research Analyst,"This prompt requires a structured analysis incorporating scenario simulation with multiple variables, such as remote work trends, policy constraints, and market dynamics.",The prompt falls under Real Estate Analysis as it focuses on the valuation and investment implications within urban commercial real estate markets amid changing work trends.
P013395,Real Estate Analysis,5,Macro Analyst,"This task involves multi-faceted, open-ended research requiring the synthesis of demographic, economic, and technological trends with strategic investment implications, necessitating complex scenario planning and risk assessment.","The prompt focuses on real estate analysis, examining shifts in market dynamics and their impacts on investment strategies, aligning with the real estate analysis category."
P013396,RegTech,1,Risk Manager,This is a straightforward factual query that requires retrieving specific information about regulatory standards.,"The query pertains to regulatory technology as it involves understanding compliance requirements under Basel III, a key regulatory framework in the financial sector."
P013397,RegTech,2,Risk Manager,"This task involves comparing two regulatory frameworks and understanding their quantitative impact on capital requirements, which requires basic transformation and comparison skills.","RegTech focuses on how regulatory changes affect operations, making it essential to analyze compliance and its implications on financial metrics."
P013398,RegTech,3,Risk Manager,"This prompt requires gathering and analyzing historical data, simulating regulatory changes, and understanding complex financial metrics across multiple institutions.","The prompt is focused on regulatory technology (RegTech) as it involves compliance with Basel III regulations, managing regulatory impacts, and optimizing processes related to financial regulations."
P013399,RegTech,4,Risk Manager,"This prompt requires the integration of multiple complex factors such as cyber risk, operational efficiency, and regulatory compliance, and involves simulating various scenarios under specific regulatory constraints.","The prompt is focused on the use of regulatory technology (RegTech) to manage compliance and risk, which aligns with the RegTech category."
P013400,RegTech,5,Risk Manager,"This prompt requires a thorough understanding of complex regulatory frameworks, their impact on diverse financial instruments, and the ability to simulate various scenarios under constraints, making it highly complex.",The prompt falls under RegTech as it involves analyzing regulatory technology impacts and adaptations needed for compliance with new regulations.
P013401,Regulatory Compliance,1,Macro Analyst,"This prompt requires accessing a straightforward, factual status update from existing regulatory reports or news sources, without complex analysis.","The prompt focuses on verifying compliance with a specific financial regulation, fitting the regulatory compliance category."
P013402,Regulatory Compliance,2,Risk Manager,The task requires comparing updated regulatory requirements with previous ones and analyzing their effects on financial calculations and strategies.,The prompt is focused on understanding regulatory compliance related to capital requirements in the context of banking regulations.
P013403,Regulatory Compliance,3,Risk Manager,This prompt involves analyzing the effects of regulatory changes on multiple aspects of banking operations and requires understanding how these changes cascade through various financial instruments and strategies.,"The focus is on understanding and adapting to regulatory compliance, specifically the Basel III updates, which are critical for maintaining financial stability and compliance within global banking institutions."
P013404,Regulatory Compliance,4,Risk Manager,"This prompt requires structured reasoning to develop a simulation model that considers multiple regulatory factors and constraints, as well as their impact on trading operations.","The prompt is focused on regulatory compliance, specifically assessing the implications of MiFID II regulations on trading operations."
P013405,Regulatory Compliance,5,Risk Manager,"This prompt requires open-ended research into evolving ESG regulations, their impact on a complex portfolio, and the integration of these factors into existing risk frameworks, which involves multiple layers of analysis and adaptation.","The focus is on ensuring compliance with regulatory standards related to ESG, a critical and evolving area of regulatory compliance affecting portfolio management and risk assessment."
P013406,Supply Chain Analysis,1,Macro Analyst,This prompt requires a simple factual understanding of the current state of the semiconductor supply chain without involving complex analysis or multi-step reasoning.,The prompt falls under Supply Chain Analysis as it directly involves understanding and summarizing disruptions within a specific industry's supply chain.
P013407,Supply Chain Analysis,2,Macro Analyst,"The analysis requires gathering data on production and delivery timelines before and after the shortage, then comparing the strategies of various companies, which involves basic transformation and simple comparisons.","The prompt focuses on understanding the effects of supply chain disruptions in a specific sector, making it relevant to supply chain analysis."
P013408,Supply Chain Analysis,3,Macro Analyst,"This prompt involves analyzing multiple stages of the supply chain across different regions and sectors, requiring synthesis of diverse data inputs to forecast outcomes.",The focus on the semiconductor industry within the context of supply chain disruptions due to geopolitical events aligns with the Supply Chain Analysis category.
P013409,Supply Chain Analysis,4,Research Analyst,This prompt requires structured reasoning to build a scenario analysis model that incorporates multiple constraints and evaluates complex interdependencies within the global supply chain.,"The prompt is focused on analyzing the supply chain dynamics of the semiconductor industry, which is crucial for understanding the broader economic impacts of geopolitical events on production and distribution networks."
P013410,Supply Chain Analysis,5,Portfolio Manager,"This prompt requires open-ended research involving complex scenario analysis and consideration of geopolitical, economic, and sector-specific factors, making it suitable for a difficulty level 5.",The prompt fits into Supply Chain Analysis as it involves understanding and strategizing around the implications of supply chain shifts on a global equities portfolio.
P013411,Sustainable Finance,1,Research Analyst,This prompt involves gathering straightforward emissions data for a defined set of companies.,"The focus is on carbon emissions data, which falls under sustainable finance as it pertains to environmental impact assessment."
P013412,Sustainable Finance,2,Research Analyst,"This prompt requires the analyst to transform ESG data into comparable metrics and then analyze these scores in relation to stock performance and investor sentiment, which involves basic data transformation and comparison.","The prompt falls under Sustainable Finance as it involves evaluating ESG scores, which are key indicators in assessing the sustainability practices of companies, particularly within the renewable energy sector."
P013413,Sustainable Finance,3,Macro Analyst,"The prompt requires analyzing multiple financial instruments (equities and bonds) within the energy sector, using historical data from several regions to project future impacts and strategize accordingly.","The prompt falls under Sustainable Finance as it involves assessing the impact of carbon tax policies, which are central to environmental sustainability and climate change mitigation efforts."
P013414,Sustainable Finance,4,Portfolio Manager,"The task requires integrating ESG and carbon metrics with financial data, applying scenario analysis, and managing multiple constraints, which involves structured reasoning and simulation.","The prompt involves sustainable finance as it focuses on ESG factors and carbon footprint, along with potential policy changes impacting investment decisions."
P013415,Sustainable Finance,5,Portfolio Manager,"This prompt involves open-ended research, requiring the creation of a complex investment strategy that balances financial and environmental objectives across multiple asset classes. It demands consideration of regulatory, technological, and market shifts, along with scenario analysis for risk management.","The prompt is categorized under Sustainable Finance as it focuses on integrating sustainability objectives, such as carbon neutrality, into portfolio management while evaluating the impact of external factors like regulation and technology on investment decisions."
P013416,Volatility Trading,1,Vol RV Trader,"This query requires retrieving a single data point for implied volatility, which is straightforward and factual.","The prompt focuses on implied volatility, which is a core aspect of volatility trading strategies."
P013417,Volatility Trading,2,Vol RV Trader,"This task involves basic calculations and comparisons of implied volatility metrics across two instruments, which requires some transformation but remains straightforward.","The task focuses on the analysis and trading of volatility differentials, which is central to volatility trading strategies."
P013418,Volatility Trading,3,Vol RV Trader,"The prompt requires analyzing multiple datasets (implied volatility skews and realized volatilities) across different instruments (index options and sector ETFs) over several years, identifying patterns, and developing a trading strategy, making it a multi-step analysis.","The focus on implied volatility skews and their relationship with realized volatility, along with the development of a trading strategy, directly pertains to volatility trading."
P013419,Volatility Trading,4,Vol RV Trader,"This prompt requires the trader to simulate multiple complex scenarios involving macroeconomic and geopolitical factors, assess their potential impact on volatility term structures, and adjust trading strategies accordingly. It involves structured reasoning and consideration of constraints such as drawdown limits and liquidity.","The task focuses on volatility trading, specifically analyzing the effects of changes in implied volatility on options strategies. It requires understanding and managing volatility risk, a core aspect of volatility trading."
P013420,Volatility Trading,5,Vol RV Trader,"This prompt requires integrating complex datasets across multiple financial instruments, implementing advanced machine learning techniques, and performing thorough risk analysis, making it suitable for a difficulty level of 5.","The prompt is focused on volatility trading strategies and involves the use of relative value techniques, which are central themes in the category of Volatility Trading."
P013421,backtesting,1,Research Analyst,"This is a straightforward request for historical data on a single series, requiring no complex analysis or transformations.","The request involves obtaining historical data to conduct a basic backtest, aligning with the backtesting category."
P013422,backtesting,2,Quant,This requires basic data manipulation to calculate moving averages and perform simple comparisons of return and drawdown metrics.,"The task involves the backtesting of a trading strategy using historical data to evaluate performance, fitting the backtesting category."
P013423,backtesting,3,Quant,"The prompt requires analyzing multiple instruments and economic factors over an extended period, involving statistical analysis and financial metrics to assess performance.",Backtesting is central to evaluating the historical performance and viability of the pairs trading strategy using past data.
P013424,backtesting,4,Quant,This prompt requires the development of a comprehensive backtesting framework that involves scenario simulation and the inclusion of various constraints such as transaction costs and market conditions.,"The focus is on backtesting a trading strategy, which involves the creation and evaluation of historical simulations to determine potential future performance."
P013425,backtesting,5,Quant,"The task involves creating a complex backtesting framework that requires integrating multiple asset classes, applying risk management techniques, and considering various real-world constraints such as transaction costs and liquidity. It also demands evaluating performance across diverse historical economic conditions, making it open-ended and complex.","The prompt focuses on backtesting as it requires developing and implementing a framework to test the viability and performance of a sophisticated investment strategy under historical conditions, while accommodating multiple constraints and scenarios."
P013426,basis_cross_currency,1,Quant,"This is a straightforward request for a specific data point, requiring only a simple lookup of current market data.","The query directly involves the basis spread between two currencies, fitting the 'basis_cross_currency' category."
P013427,basis_cross_currency,2,Spot Trader,"The task requires comparing current spread levels to historical averages, which involves basic data transformation and comparison.",This prompt falls under the 'basis_cross_currency' category as it involves analyzing basis spreads between different currency swaps.
P013428,basis_cross_currency,3,Quant,"This prompt requires the integration of multiple data series, such as interest rates and currency volatilities, and understanding their impact on basis spreads, which involves multi-step quantitative analysis.","The focus is on cross-currency basis swaps and the analysis of interest rate differentials, fitting into the basis_cross_currency category."
P013429,basis_cross_currency,4,Quant,"This task requires structured reasoning to model complex interactions between geopolitical factors, central bank policies, and market liquidity, alongside simulating potential outcomes on hedging strategies.",This prompt falls under the 'basis_cross_currency' category as it involves analyzing the cross-currency basis swaps and their implications under different market scenarios.
P013430,basis_cross_currency,5,Macro Analyst,"The task involves understanding complex macroeconomic interactions, predicting central bank actions, and devising a sophisticated hedging strategy. It requires integrating multiple economic factors and risk management techniques.","This prompt focuses on the cross-currency basis market, requiring analysis of monetary policies across different regions and their impact on basis spreads, a typical concern in basis cross-currency analysis."
P013431,carry_roll_analysis,1,Macro Analyst,The query requires retrieving straightforward yield data for two specific Treasury instruments and making a simple comparison.,"The focus is on analyzing the carry yield, which is a fundamental aspect of carry and roll analysis in fixed income markets."
P013432,carry_roll_analysis,2,Research Analyst,"This prompt requires comparing the carry and roll potential of two different government bonds, involving basic calculations and comparisons.","The prompt is focused on analyzing carry and roll-down potential, which directly relates to the carry_roll_analysis category."
P013433,carry_roll_analysis,3,Portfolio Manager,"This task requires a multi-step analysis across multiple series, including different types of bonds and market factors, to derive actionable insights on yield curve positioning and hedging strategies.","The focus on carry and roll-down returns for bonds across various markets directly aligns with carry_roll_analysis, involving the assessment of ongoing returns from holding positions and the effects of yield curve movements."
P013434,carry_roll_analysis,4,Portfolio Manager,"This prompt requires a multi-step analysis involving simulations under different interest rate scenarios, along with constraints management for duration, credit quality, and currency risks.","The prompt focuses on carry and roll-down returns, which are typical factors in fixed income analysis, fitting the carry_roll_analysis category."
P013435,carry_roll_analysis,5,Macro Analyst,"This prompt requires integrating multiple complex factors, including geopolitical risks, interest rate differentials, and currency correlations, while also developing dynamic hedging strategies. It involves open-ended research and scenario analysis across various currency pairs.","The prompt falls under carry_roll_analysis as it focuses on evaluating and managing the impacts of geopolitical tensions on carry trade strategies, which are inherently linked to interest rate differentials and currency market dynamics."
P013436,data_quality_reconciliation,1,Risk Manager,"This task involves a straightforward check of a single data series for accuracy, a simple factual query.","Ensuring data quality through reconciliation is crucial for maintaining the integrity of risk models, aligning with the data_quality_reconciliation category."
P013437,data_quality_reconciliation,2,Quant,"The task requires transforming and standardizing data from two sources, then performing basic statistical analysis to identify discrepancies.",This task involves reconciling data from different providers to ensure data quality and consistency for accurate analysis.
P013438,data_quality_reconciliation,3,Macro Analyst,"This task involves analyzing multiple financial instruments (TIPS and swaps) and requires understanding their market movements, data discrepancies, and the impact of macroeconomic events across different time frames and regions.","The prompt focuses on reconciling data from different sources and instruments to ensure data quality and accuracy in macroeconomic forecasting, which fits the data quality reconciliation category."
P013439,data_quality_reconciliation,4,Risk Manager,"This task requires structured reasoning to develop a framework that can seamlessly reconcile complex data discrepancies involving multiple variables, while also implementing stress testing and accounting for various constraints.","The focus on reconciling differences in data reports across multiple sources and scenarios fits the data_quality_reconciliation category, as it involves identifying and resolving inconsistencies in data reporting and processing."
P013440,data_quality_reconciliation,5,Portfolio Manager,"This prompt requires open-ended research and the development of a complex framework that integrates multiple data sources and addresses both financial and ESG objectives, necessitating advanced analytical and reconciliation skills.",The prompt falls under data quality reconciliation as it focuses on aligning and standardizing disparate data sources and metrics to ensure coherent and accurate portfolio analysis.
P013441,event_risk_calendar,1,Macro Analyst,This is a straightforward query that requires retrieving a single date from a calendar of events.,The prompt falls under event risk calendar as it involves identifying a specific event date that could impact financial markets.
P013442,event_risk_calendar,2,Risk Manager,"The task involves comparing credit spread changes over time for two countries, a straightforward analysis requiring basic data transformation and comparison.","The prompt falls under event risk calendar as it involves analyzing the impact of geopolitical events, which are potential risk factors affecting financial markets."
P013443,event_risk_calendar,3,Risk Manager,"This prompt requires a multi-step analysis of various asset classes and their interdependencies, especially under the scenario of a rate hike. It involves a deep understanding of historical data, correlation analysis, and strategy formulation.","The category is event_risk_calendar because it focuses on the implications of a potential central bank event, which is a key factor on economic calendars and impacts asset prices."
P013444,event_risk_calendar,4,Macro Analyst,"This prompt requires the analyst to consider multiple economic and geopolitical factors, simulate various scenarios, and work within specific constraints, making it a complex structured reasoning task.","The prompt involves analyzing potential event risks and their impacts on economic conditions and asset allocations, fitting the event_risk_calendar category."
P013445,event_risk_calendar,5,Research Analyst,"This prompt requires open-ended research to develop a comprehensive framework that integrates multiple complex factors such as geopolitical events, market reactions, and portfolio risk management strategies. It involves scenario analysis and offers actionable insights for portfolio adjustments.","The prompt falls under the 'event_risk_calendar' category as it focuses on the analysis of geopolitical events and their timing, which significantly impacts asset prices and requires strategic planning around these events."
P013446,execution_microstructure,1,Spot Trader,"This is a straightforward inquiry that involves retrieving a single data point from historical trade volume data, making it a level 1 difficulty.","The query focuses on understanding a basic aspect of market microstructure, specifically the liquidity and trading activity in the EUR/USD spot market."
P013447,execution_microstructure,2,Spot Trader,"The task involves comparing slippage costs across different market conditions, which requires basic analysis and transformation of data to identify patterns.",This falls under execution microstructure as it focuses on the execution costs and patterns related to market conditions.
P013448,execution_microstructure,3,Quant,"The prompt requires analysis across multiple exchanges and market sessions, involving complex factors like liquidity, slippage, and market impact, and necessitates a dynamic strategy for execution.","It focuses on execution quality and the influence of market microstructure on trading costs, which are central to execution and microstructure studies."
P013449,execution_microstructure,4,Quant,"This prompt requires structured reasoning to simulate multiple scenarios, evaluate algorithm performance under constraints, and optimize execution strategies considering complex trade-offs.",This falls under execution microstructure as it focuses on optimizing trade execution by evaluating algorithms in the context of market conditions and constraints.
P013450,execution_microstructure,5,Quant,"This prompt requires developing a multi-layered strategy that integrates complex data inputs, predictive modeling, and adaptive techniques, which is characteristic of open-ended research.","Focusing on execution and market microstructure, this prompt challenges the Quant to delve into the intricacies of trade execution, emphasizing the need to optimize across various microstructural constraints."
P013451,hedging,1,Spot Trader,The prompt asks for a specific piece of factual information related to the current market condition for the EUR/USD pair.,Understanding implied volatility is a basic step in determining hedging needs and strategies.
P013452,hedging,2,Spot Trader,"This requires comparing the costs and benefits of two hedging strategies using forward contracts and cash positions, which involves understanding interest rate differentials and volatility.",This falls under hedging as it focuses on strategies to mitigate currency risk using financial instruments.
P013453,hedging,3,Portfolio Manager,"This prompt requires analysis and integration of multiple financial instruments and their interactions, as well as understanding the correlations and potential scenarios impacting the portfolio.",The focus is on developing a comprehensive hedging strategy involving various financial instruments to mitigate risks associated with a diverse set of factors affecting the portfolio.
P013454,hedging,4,Risk Manager,"This prompt requires analyzing multiple financial instruments and scenarios, incorporating complex macroeconomic and market dynamics, and addressing various constraints such as liquidity and counterparty risk, making it a level 4 difficulty.",The prompt fits into the hedging category as it focuses on developing strategies to protect a portfolio from potential adverse financial events.
P013455,hedging,5,Portfolio Manager,"This prompt requires the integration of multiple assets and risk factors, as well as the consideration of complex constraints, making the task highly open-ended and requiring sophisticated analysis.","The focus is on creating a hedging strategy, which involves managing risk to protect a portfolio's value, fitting the hedging category."
P013456,historical_pricing,1,Spot Trader,This is a straightforward request for historical data on a single currency pair with no additional analysis or comparison required.,"The request is for historical pricing information specifically related to a financial instrument, fitting the 'historical_pricing' category."
P013457,historical_pricing,2,Macro Analyst,"The task involves calculating correlation and comparing historical trends, which requires basic data transformation and analysis skills.",The prompt focuses on analyzing historical pricing data to understand trends and relationships between financial instruments.
P013458,historical_pricing,3,Quant,"This prompt requires multi-step analysis involving data gathering of crude oil futures and energy ETFs, understanding geopolitical and policy impacts, and using statistical tools like regression to identify patterns and arbitrage opportunities.","The primary focus is on analyzing historical pricing data across multiple related instruments to uncover trading insights, fitting the historical_pricing category."
P013459,historical_pricing,4,Portfolio Manager,"The prompt requires structured reasoning to simulate a complex geopolitical event's impact across multiple equity markets, taking into account historical analogs and current portfolio constraints.","The prompt involves using historical pricing data to simulate and analyze potential impacts, fitting the historical_pricing category."
P013460,historical_pricing,5,Quant,"This prompt requires a comprehensive multi-decade analysis across multiple countries, incorporating complex macroeconomic and political variables while developing a sophisticated risk model. The analysis must consider future scenarios and constraints, making it highly complex.","The focus on historical pricing patterns and their response to external factors places this prompt in the historical_pricing category, requiring extensive data analysis and historical context."
P013461,historical_query,1,Macro Analyst,This is a straightforward query requesting historical data for a single financial instrument.,"The prompt involves retrieving past data for a well-known index, fitting the 'historical_query' category."
P013462,historical_query,2,Macro Analyst,The difficulty level is 2 because it requires transforming data to a common base year for cross-country comparison and performing a basic analysis to identify divergences.,This prompt falls under the historical_query category because it involves analyzing historical economic data to derive insights.
P013463,historical_query,3,Macro Analyst,"This prompt requires analyzing multiple time series (DXY and emerging market equities) and understanding the effect of various macroeconomic variables, necessitating a multi-step approach.","The task involves delving into historical data to uncover patterns and correlations across different financial instruments, aligning with the historical_query category."
P013464,historical_query,4,Macro Analyst,"This prompt requires the analyst to conduct a structured simulation that involves historical data analysis, macroeconomic scenario development, and cross-market impact assessment, necessitating a high level of structured reasoning.",The prompt is a historical query as it involves analyzing past data to understand potential impacts and requires simulation of hypothetical scenarios based on historical trends.
P013465,historical_query,5,Risk Manager,"This prompt requires a comprehensive analysis involving multiple asset classes, historical performance data, macroeconomic variables, and future scenario planning, making it complex and open-ended.","The prompt involves historical analysis of performance and various risk factors, fitting well within the 'historical_query' category."
P013466,liquidity_transaction_cost,1,Spot Trader,This is a simple factual query as it involves retrieving a single data point related to current market conditions.,"Liquidity and transaction costs are directly related to bid-ask spreads, which reflect the cost of executing trades in the market."
P013467,liquidity_transaction_cost,2,Risk Manager,"This requires a basic comparison of transaction costs across venues and timeframes, which involves some data transformation and analysis.","The focus is on understanding and minimizing transaction costs, which directly relates to liquidity and execution efficiency."
P013468,liquidity_transaction_cost,3,Risk Manager,"This prompt requires analyzing multiple historical data series on liquidity and trading volumes, considering various market conditions to determine optimal execution strategies. It involves multi-step processes like calculating potential costs and performing sensitivity analysis.","The focus is on transaction costs related to liquidity, requiring an understanding of market dynamics and execution strategies, fitting the liquidity_transaction_cost category."
P013469,liquidity_transaction_cost,4,Macro Analyst,"This prompt requires structured reasoning to develop a scenario-based analysis and simulation model, considering multiple constraints such as currency volatility, capital flow restrictions, and market depth, making it complex.","The focus is on understanding and managing liquidity and transaction costs related to policy shifts, fitting the category of liquidity_transaction_cost."
P013470,liquidity_transaction_cost,5,Portfolio Manager,"This prompt requires an in-depth exploration of liquidity management, transaction cost analysis, and the dynamic rebalancing of a complex multi-asset portfolio, all while considering various constraints and market conditions.","The prompt is centered on liquidity and transaction costs within the context of portfolio management, necessitating a sophisticated approach to balancing liquidity needs with cost minimization."
P013471,market_query,1,Research Analyst,"This is a straightforward request for a current market data point, requiring no analysis or transformation.","The query seeks direct market information, fitting into the market_query category."
P013472,market_query,2,Spot Trader,"The task involves adjusting returns for currency fluctuations, which requires basic transformation of data and comparisons between two financial instruments.","This falls under market_query as it involves querying market data, specifically index performance and currency adjustments."
P013473,market_query,3,Risk Manager,"This requires multi-step analysis of different asset classes, understanding their interrelationships during economic downturns, and developing a hedging strategy using derivatives.",Falls under market_query as it involves analyzing market conditions and their impact on various asset classes to inform risk management strategies.
P013474,market_query,4,Risk Manager,"This prompt requires the integration of multiple complex factors including market reactions, regulatory measures, and historical analysis, demanding structured reasoning and scenario simulation.",This is a market query as it involves analyzing potential impacts on market dynamics and requires assessing strategic responses to hypothetical market events.
P013475,market_query,5,Quant,"This prompt requires multi-faceted research involving the analysis of emerging technologies (CBDCs), their macroeconomic impact, and the strategic adjustments needed in FX reserve management, making it complex and open-ended.",The prompt falls under 'market_query' as it involves querying the market impact of a significant innovation (CBDCs) on global foreign exchange strategies.
P013476,ops_workflow_query,1,Research Analyst,"The query requires a straightforward lookup of a single data point, which involves minimal analysis or transformation.","This prompt falls under operational workflow as it involves retrieving a basic, factual piece of market data that is often part of routine research tasks."
P013477,ops_workflow_query,2,Risk Manager,"Involves basic data comparison and transformation to identify discrepancies in trading volumes, which requires accessing and interpreting data from two sources.",Fits the ops_workflow_query category as it involves operational tasks like data validation and comparison to ensure data integrity.
P013478,ops_workflow_query,3,Quant,"This requires analyzing multiple data series (interest rates, currency volatility, carry trade returns) and performing simulations, which involves multi-step data handling and statistical analysis.","The task involves an operational workflow to process and analyze data across multiple instruments and historical periods, fitting into the operational analysis workflow."
P013479,ops_workflow_query,4,Quant,"This task involves creating a complex simulation model that factors in multiple variables and constraints across different asset classes and currencies, requiring advanced quantitative skills and structured reasoning.",The prompt falls under ops_workflow_query as it requires designing a detailed operational and analytical framework for managing risk in a specific financial scenario.
P013480,ops_workflow_query,5,Quant,"The prompt involves complex integration of ESG factors into a quantitative model, requiring a deep understanding of various asset classes, risk metrics, and regulatory landscape. It also demands the development of a dynamic and adaptive strategy, making it a high-difficulty task.","This is an open-ended research task that involves creating a sophisticated model for portfolio management, considering multiple constraints and strategic objectives, fitting the ops_workflow_query category."
P013481,pnl_attribution,1,Portfolio Manager,"This is a straightforward request for a simple factual query regarding daily P&L, which does not involve complex calculations or cross-series analysis.",The prompt fits the pnl_attribution category as it involves attributing the profit and loss to a specific position within the portfolio.
P013482,pnl_attribution,2,Risk Manager,The task requires aggregating daily P&L data and comparing it against expected outcomes based on market factors. Basic transformation and comparison are needed to identify and explain deviations.,This prompt falls under P&L attribution as it involves breaking down the performance of a portfolio into its underlying factors and understanding the source of profits and losses.
P013483,pnl_attribution,3,Portfolio Manager,"The prompt requires multi-step analysis involving decomposition of PnL across different asset classes and the impact of derivatives, as well as evaluating hedging strategies.","PnL attribution is the primary focus, requiring breakdown and analysis of portfolio performance influenced by multiple factors and instruments."
P013484,pnl_attribution,4,Risk Manager,"This prompt requires structured reasoning to assess direct and indirect impacts of an oil price shock across different sectors, necessitating scenario simulation and factor analysis.","The prompt focuses on PnL attribution by dissecting how changes in oil prices affect various components of the portfolio's performance, requiring a detailed breakdown of sources of PnL changes."
P013485,pnl_attribution,5,Risk Manager,"This prompt involves designing a complex framework that requires understanding of multiple asset classes, advanced risk metrics, and scenario analysis, all of which are essential for high-level risk management.","The prompt falls under PnL attribution as it focuses on breaking down portfolio performance into its components, considering various risk factors and scenarios that could affect profitability."
P013486,portfolio_analytics,1,Portfolio Manager,"This task involves retrieving and summarizing straightforward data on portfolio allocations, which is a basic factual query.","The task involves analyzing and understanding the current structure of the portfolio, which falls under portfolio analytics."
